,Пол,Возраст,Зарплата,Члены семьи,Страховые выплаты
818,0,22.0,52700.0,0,0
819,1,32.0,48200.0,0,0
820,0,29.0,32200.000000000004,2,0
821,0,24.0,41500.0,1,0
822,1,37.0,30500.0,3,0
823,1,33.0,47900.0,3,0
824,0,22.0,29100.0,2,0
825,1,41.0,51900.0,0,0
826,1,38.0,43800.0,0,0
827,0,31.0,40900.0,0,0
828,1,20.0,37900.0,1,0
829,0,21.0,35600.0,2,0
830,0,23.0,31500.0,1,0
831,0,27.0,40100.0,1,0
832,0,25.0,37800.0,3,0
833,0,19.0,45800.0,0,0
834,0,32.0,50100.0,3,0
835,1,23.0,31500.0,2,0
836,0,23.0,26300.0,2,0
837,1,24.0,35800.0,2,0
838,1,26.0,27900.0,0,0
839,1,42.0,48800.0,2,0
840,0,23.0,27200.0,0,0
841,1,44.0,22700.0,3,1
842,0,20.0,45000.0,1,0
843,1,31.0,37200.0,1,0
844,0,21.0,39900.0,2,0
845,1,20.0,36400.0,2,0
846,0,43.0,28600.0,0,1
847,1,49.0,43900.0,0,2
848,1,32.0,42800.0,2,0
849,0,33.0,43800.0,0,0
850,0,28.0,35900.0,1,0
851,0,19.0,51700.0,0,0
852,1,34.0,35000.0,1,0
853,0,21.0,49500.0,0,0
854,1,22.0,53400.0,0,0
855,0,29.0,26600.0,0,0
856,0,36.0,41400.0,0,0
857,1,23.0,43400.0,1,0
858,1,38.0,48700.0,0,0
859,1,49.0,37500.0,0,2
860,0,45.0,44300.0,2,1
861,0,39.0,29600.0,1,0
862,1,36.0,34600.0,1,0
863,1,42.0,23500.0,1,1
864,1,20.0,36900.0,2,0
865,1,19.0,45000.0,2,0
866,0,41.0,23700.0,0,0
867,0,20.0,40700.0,1,0
868,0,36.0,46900.0,2,0
869,1,24.0,33100.0,1,0
870,1,29.0,35200.0,1,0
871,0,36.0,23500.0,3,0
872,0,23.0,32200.000000000004,3,0
873,1,32.0,34400.0,2,0
874,0,26.0,42400.0,1,0
875,1,34.0,19600.0,3,0
876,1,38.0,42700.0,1,0
877,0,20.0,47200.0,1,0
878,1,32.0,17800.0,2,0
879,0,32.0,31100.0,1,0
880,1,26.0,47100.0,1,0
881,0,25.0,44600.0,2,0
882,0,33.0,34200.0,2,0
883,0,21.0,39400.0,1,0
884,1,38.0,36500.0,2,0
885,1,20.0,42700.0,2,0
886,0,18.0,46900.0,1,0
887,1,19.0,35500.0,0,0
888,0,35.0,46300.0,2,0
889,1,33.0,28000.0,2,0
890,1,41.0,49100.0,2,0
891,1,39.0,44900.0,1,0
892,1,27.0,42800.0,2,0
893,0,40.0,54900.0,4,0
894,0,40.0,28100.0,0,0
895,1,33.0,40300.0,2,0
896,1,25.0,33400.0,1,0
897,0,26.0,55900.0,1,0
898,1,32.0,50600.0,2,0
899,0,36.0,34600.0,3,0
900,0,18.0,38600.0,2,0
901,1,34.0,34400.0,1,0
902,0,19.0,42200.0,2,0
903,1,28.0,45300.0,1,0
904,0,41.0,32500.0,0,0
905,1,44.0,32100.0,1,1
906,0,27.0,48100.0,0,0
907,0,19.0,37800.0,2,0
908,0,23.0,45900.0,1,0
909,1,36.0,32300.0,0,0
910,1,23.0,35600.0,0,0
911,0,30.0,32200.000000000004,0,0
912,1,50.0,45400.0,0,2
913,1,39.0,38500.0,1,0
914,0,22.0,31500.0,3,0
915,0,36.0,57900.0,3,0
916,1,41.0,55100.0,1,0
917,0,24.0,35300.0,2,0
918,1,31.0,47400.0,0,0
919,0,20.0,34300.0,1,0
920,1,34.0,22500.0,0,0
921,1,20.0,38600.0,0,0
922,0,39.0,45800.0,1,0
923,1,41.0,32300.0,2,0
924,0,31.0,49000.0,0,0
925,1,22.0,48300.0,1,0
926,1,32.0,43200.0,1,0
927,1,21.0,44700.0,1,0
928,1,21.0,30900.0,2,0
929,1,20.0,35900.0,1,0
930,0,29.0,22100.0,2,0
931,0,40.0,51600.0,0,0
932,0,26.0,44000.0,2,0
933,0,25.0,40400.0,3,0
934,0,21.0,38900.0,0,0
935,1,28.0,45300.0,0,0
936,1,45.0,34400.0,3,1
937,1,25.0,43300.0,2,0
938,0,40.0,49100.0,0,0
939,1,35.0,36100.0,2,0
940,1,23.0,34600.0,0,0
941,1,20.0,48000.0,1,0
942,0,35.0,26500.0,0,0
943,0,40.0,62100.0,1,0
944,0,50.0,37900.0,0,2
945,0,26.0,34300.0,1,0
946,1,28.0,39500.0,0,0
947,1,37.0,31200.0,2,0
948,0,19.0,40400.0,2,0
949,0,28.0,35600.0,1,0
950,0,36.0,30300.0,0,0
951,1,39.0,37500.0,2,0
952,0,23.0,49900.0,1,0
953,1,18.0,38800.0,1,0
954,1,46.0,40200.0,3,1
955,1,28.0,39700.0,0,0
956,1,32.0,23400.0,0,0
957,0,27.0,42300.0,2,0
958,1,19.0,42100.0,0,0
959,1,29.0,50700.0,2,0
960,1,41.0,42100.0,0,0
961,0,21.0,42000.0,1,0
962,0,24.0,58300.0,1,0
963,1,20.0,64099.99999999999,0,0
964,0,37.0,46700.0,2,0
965,1,28.0,25000.0,3,0
966,1,20.0,44500.0,0,0
967,1,27.0,60400.0,1,0
968,0,41.0,48300.0,1,0
969,1,37.0,34500.0,1,0
970,0,43.0,45300.0,1,1
971,0,30.0,59100.0,1,0
972,1,32.0,35400.0,2,0
973,0,21.0,46300.0,2,0
974,0,20.0,26000.0,0,0
975,0,28.0,35200.0,1,0
976,1,30.0,37000.0,3,0
977,1,20.0,38500.0,1,0
978,0,31.0,33900.0,0,0
979,0,45.0,39900.0,0,1
980,0,35.0,41500.0,3,0
981,1,27.0,39900.0,0,0
982,1,51.0,29000.0,2,2
983,1,42.0,43300.0,1,1
984,1,28.0,62400.0,1,0
985,0,37.0,23200.0,0,0
986,0,34.0,44600.0,1,0
987,0,26.0,41000.0,0,0
988,1,33.0,29500.0,2,0
989,0,29.0,48400.0,1,0
990,0,28.0,27500.0,1,0
991,0,22.0,39700.0,1,0
992,0,29.0,35500.0,1,0
993,1,19.0,31900.0,1,0
994,1,21.0,20700.0,2,0
995,0,28.0,39700.0,0,0
996,1,31.0,25800.0,1,0
997,1,39.0,28500.0,4,0
998,0,41.0,33500.0,1,0
999,0,27.0,25400.0,2,0
1000,1,41.0,42600.0,1,0
1001,1,32.0,29700.0,2,0
1002,1,34.0,26900.0,0,0
1003,1,25.0,28800.0,1,0
1004,1,29.0,42400.0,0,0
1005,1,34.0,21500.0,1,0
1006,0,27.0,54200.0,1,0
1007,1,19.0,57200.0,2,0
1008,1,37.0,52200.0,1,0
1009,1,27.0,48900.0,2,0
1010,0,36.0,28000.0,1,0
1011,1,26.0,34900.0,5,0
1012,1,22.0,40000.0,1,0
1013,1,43.0,45000.0,1,1
1014,0,38.0,43300.0,1,0
1015,0,29.0,38300.0,0,0
1016,1,27.0,46600.0,0,0
1017,1,23.0,38900.0,5,0
1018,1,28.0,52200.0,2,0
1019,1,42.0,39600.0,2,0
1020,1,36.0,32700.000000000004,2,0
1021,1,39.0,50300.0,2,0
1022,0,21.0,45800.0,0,0
1023,0,46.0,32800.0,1,1
1024,1,24.0,57300.0,1,0
1025,1,29.0,43200.0,2,0
1026,0,34.0,39800.0,2,0
1027,0,37.0,59900.0,1,0
1028,1,23.0,38800.0,3,0
1029,0,25.0,55900.0,1,0
1030,0,20.0,46100.0,1,0
1031,1,22.0,50100.0,1,0
1032,1,30.0,55800.0,0,0
1033,1,33.0,49500.0,1,0
1034,0,25.0,19300.0,3,0
1035,1,32.0,43500.0,1,0
1036,1,20.0,18900.0,1,0
1037,1,52.0,31400.0,1,2
1038,1,21.0,61500.0,1,0
1039,1,24.0,39900.0,1,0
1040,1,44.0,27900.0,1,1
1041,1,28.0,46500.0,2,0
1042,0,33.0,59300.0,2,0
1043,1,39.0,28400.0,0,0
1044,0,35.0,36100.0,2,0
1045,1,48.0,44000.0,2,1
1046,1,23.0,31300.0,1,0
1047,0,36.0,29400.0,0,0
1048,1,35.0,39000.0,0,0
1049,1,23.0,33100.0,1,0
1050,1,24.0,17600.0,1,0
1051,1,45.0,38300.0,2,1
1052,0,29.0,40100.0,0,0
1053,0,20.0,13900.0,0,0
1054,1,54.0,50900.0,0,2
1055,1,30.0,37300.0,2,0
1056,1,25.0,46700.0,3,0
1057,1,49.0,46300.0,3,1
1058,0,22.0,34100.0,1,0
1059,1,22.0,38900.0,1,0
1060,1,42.0,43700.0,3,0
1061,0,29.0,38400.0,0,0
1062,1,55.0,52400.0,0,3
1063,0,46.0,26600.0,1,1
1064,0,27.0,44400.0,2,0
1065,0,35.0,53700.0,0,0
1066,1,27.0,57300.0,0,0
1067,1,38.0,33300.0,1,0
1068,1,43.0,28100.0,1,1
1069,1,26.0,40700.0,0,0
1070,0,28.0,42300.0,0,0
1071,0,50.0,43100.0,2,2
1072,1,34.0,27700.0,1,0
1073,1,44.0,57300.0,0,1
1074,1,29.0,32800.0,1,0
1075,0,26.0,50000.0,1,0
1076,0,33.0,44000.0,2,0
1077,1,33.0,50200.0,3,0
1078,0,34.0,32200.000000000004,3,0
1079,0,21.0,21200.0,1,0
1080,0,26.0,43400.0,1,0
1081,1,42.0,48100.0,0,1
1082,0,22.0,45900.0,2,0
1083,1,27.0,35000.0,1,0
1084,1,28.0,29900.0,0,0
1085,0,34.0,45100.0,2,0
1086,0,22.0,37300.0,3,0
1087,0,30.0,37800.0,0,0
1088,0,32.0,50300.0,1,0
1089,0,27.0,46800.0,2,0
1090,0,45.0,39600.0,3,1
1091,1,41.0,34000.0,1,0
1092,1,21.0,36300.0,0,0
1093,1,41.0,30200.0,0,0
1094,1,30.0,51800.0,0,0
1095,0,25.0,11300.0,2,0
1096,0,42.0,41100.0,1,1
1097,1,29.0,46000.0,1,0
1098,1,21.0,33800.0,0,0
1099,1,25.0,60500.0,1,0
1100,0,32.0,27900.0,1,0
1101,1,24.0,29600.0,0,0
1102,1,36.0,47100.0,1,0
1103,1,20.0,35200.0,1,0
1104,0,31.0,31400.0,0,0
1105,0,29.0,51700.0,3,0
1106,0,19.0,42800.0,2,0
1107,1,19.0,31500.0,1,0
1108,1,27.0,37800.0,0,0
1109,1,29.0,28900.0,0,0
1110,0,25.0,46600.0,2,0
1111,1,36.0,33400.0,0,0
1112,0,40.0,36600.0,2,0
1113,0,33.0,46300.0,4,0
1114,0,46.0,32800.0,0,1
1115,0,20.0,40200.0,5,0
1116,1,27.0,38700.0,2,0
1117,0,31.0,38800.0,0,0
1118,0,26.0,40400.0,0,0
1119,0,44.0,22100.0,1,1
1120,1,33.0,21700.0,3,0
1121,0,33.0,38500.0,2,0
1122,1,24.0,40500.0,1,0
1123,0,48.0,26700.0,3,1
1124,1,30.0,35500.0,3,0
1125,0,28.0,29800.0,1,0
1126,1,58.0,28300.0,1,3
1127,1,35.0,30700.0,1,0
1128,1,47.0,40500.0,1,1
1129,1,21.0,45300.0,0,0
1130,1,38.0,50200.0,2,0
1131,0,26.0,41900.0,2,0
1132,1,21.0,48800.0,0,0
1133,1,19.0,42800.0,1,0
1134,0,35.0,25900.0,0,0
1135,1,30.0,35300.0,1,0
1136,0,35.0,31500.0,1,0
1137,0,26.0,54200.0,1,0
1138,0,25.0,30000.0,0,0
1139,1,33.0,58700.0,1,0
1140,1,34.0,26900.0,0,0
1141,1,41.0,35500.0,0,0
1142,0,32.0,30300.0,1,0
1143,1,50.0,58200.0,0,2
1144,1,40.0,41800.0,2,0
1145,1,21.0,50600.0,2,0
1146,0,41.0,31000.0,3,0
1147,1,42.0,40800.0,2,0
1148,0,35.0,36100.0,0,0
1149,0,22.0,47800.0,2,0
1150,0,25.0,26200.0,0,0
1151,0,32.0,38300.0,2,0
1152,0,28.0,45300.0,1,0
1153,0,32.0,40800.0,2,0
1154,0,36.0,30600.0,1,0
1155,0,37.0,41100.0,1,0
1156,0,40.0,37500.0,4,0
1157,0,32.0,24800.0,1,0
1158,1,27.0,39500.0,3,0
1159,1,18.0,49600.0,1,0
1160,1,21.0,35000.0,3,0
1161,0,19.0,39100.0,3,0
1162,0,40.0,51500.0,1,0
1163,1,38.0,38100.0,4,0
1164,1,36.0,33300.0,2,0
1165,0,33.0,37200.0,0,0
1166,0,35.0,31600.0,0,0
1167,0,54.0,41100.0,1,2
1168,1,31.0,38600.0,0,0
1169,1,30.0,22700.0,1,0
1170,1,33.0,36100.0,1,0
1171,1,38.0,22100.0,3,0
1172,1,29.0,45100.0,0,0
1173,0,39.0,21600.0,2,0
1174,1,30.0,19300.0,1,0
1175,0,42.0,39200.0,0,1
1176,1,27.0,46100.0,1,0
1177,0,38.0,23500.0,0,0
1178,1,18.0,58400.0,2,0
1179,1,19.0,38700.0,0,0
1180,1,35.0,37900.0,1,0
1181,0,45.0,28300.0,0,1
1182,0,31.0,46200.0,1,0
1183,0,18.0,43600.0,1,0
1184,0,28.0,26600.0,0,0
1185,0,28.0,63700.0,1,0
1186,0,26.0,29200.0,3,0
1187,0,35.0,42500.0,0,0
1188,0,36.0,26300.0,3,0
1189,0,28.0,39800.0,1,0
1190,1,28.0,39200.0,2,0
1191,1,31.0,45100.0,0,0
1192,1,25.0,41600.0,0,0
1193,0,36.0,30000.0,3,0
1194,0,48.0,40400.0,1,1
1195,0,30.0,29400.0,1,0
1196,0,24.0,45600.0,0,0
1197,1,21.0,60600.0,2,0
1198,1,22.0,49400.0,1,0
1199,0,33.0,40300.0,2,0
1200,0,39.0,20400.0,2,0
1201,0,18.0,35400.0,0,0
1202,0,23.0,34500.0,2,0
1203,0,31.0,19600.0,2,0
1204,1,19.0,30300.0,1,0
1205,0,49.0,31100.0,1,2
1206,0,18.0,28900.0,5,0
1207,1,26.0,26400.0,1,0
1208,0,26.0,32100.0,1,0
1209,0,33.0,29800.0,1,0
1210,0,38.0,55600.0,0,0
1211,1,29.0,34500.0,3,0
1212,1,26.0,50600.0,1,0
1213,0,20.0,45200.0,4,0
1214,0,23.0,45600.0,0,0
1215,1,58.0,26500.0,0,3
1216,0,27.0,41800.0,1,0
1217,1,21.0,41800.0,1,0
1218,1,32.0,31200.0,1,0
1219,1,32.0,40900.0,0,0
1220,1,49.0,31000.0,1,2
1221,0,31.0,49900.0,1,0
1222,1,46.0,32300.0,0,1
1223,0,33.0,42400.0,0,0
1224,1,22.0,44700.0,0,0
1225,0,42.0,49600.0,0,1
1226,0,31.0,29700.0,1,0
1227,1,52.0,42000.0,0,2
1228,0,38.0,33100.0,2,0
1229,0,43.0,41200.0,0,1
1230,1,32.0,46500.0,0,0
1231,0,18.0,33100.0,5,0
1232,1,19.0,34500.0,2,0
1233,0,19.0,29400.0,1,0
1234,1,25.0,51600.0,0,0
1235,0,47.0,42500.0,2,1
1236,0,23.0,35000.0,2,0
1237,0,19.0,44500.0,1,0
1238,1,44.0,43700.0,0,1
1239,1,24.0,33300.0,2,0
1240,1,32.0,24200.0,1,0
1241,0,35.0,38200.0,1,0
1242,0,31.0,51600.0,2,0
1243,0,34.0,39200.0,1,0
1244,1,22.0,54200.0,1,0
1245,0,35.0,45200.0,1,0
1246,1,51.0,46300.0,0,2
1247,0,19.0,47500.0,1,0
1248,0,18.0,28900.0,0,0
1249,1,41.0,36000.0,3,0
1250,1,30.0,32300.0,0,0
1251,1,37.0,31200.0,2,0
1252,0,25.0,57000.0,1,0
1253,1,34.0,39700.0,2,0
1254,1,23.0,32500.0,1,0
1255,0,30.0,31400.0,2,0
1256,0,31.0,57000.0,0,0
1257,1,18.0,44800.0,0,0
1258,1,22.0,47900.0,0,0
1259,0,21.0,21200.0,0,0
1260,0,41.0,45500.0,3,0
1261,0,24.0,49400.0,2,0
1262,0,30.0,46900.0,0,0
1263,0,44.0,48100.0,0,1
1264,1,26.0,33900.0,1,0
1265,0,31.0,48300.0,4,0
1266,1,27.0,48600.0,1,0
1267,1,33.0,26600.0,2,0
1268,0,26.0,33900.0,0,0
1269,0,25.0,27300.0,3,0
1270,0,35.0,46100.0,0,0
1271,0,24.0,36800.0,1,0
1272,1,24.0,35000.0,2,0
1273,1,28.0,57600.0,2,0
1274,0,36.0,52900.0,3,0
1275,1,34.0,29000.0,1,0
1276,1,23.0,41900.0,2,0
1277,1,26.0,62800.0,0,0
1278,0,50.0,17000.0,4,2
1279,0,44.0,48100.0,3,1
1280,0,52.0,27500.0,3,2
1281,1,24.0,53900.0,2,0
1282,0,43.0,31300.0,1,1
1283,0,26.0,30000.0,1,0
1284,1,24.0,31800.0,1,0
1285,1,36.0,52900.0,1,0
1286,1,42.0,60500.0,2,0
1287,1,32.0,56500.0,1,0
1288,1,24.0,50600.0,3,0
1289,0,21.0,54800.0,1,0
1290,0,40.0,50500.0,2,0
1291,0,35.0,46600.0,0,0
1292,0,23.0,48000.0,1,0
1293,0,24.0,26300.0,3,0
1294,1,34.0,37900.0,1,0
1295,0,37.0,30400.0,0,0
1296,0,20.0,32800.0,3,0
1297,0,31.0,43400.0,2,0
1298,0,42.0,44700.0,1,1
1299,0,32.0,36000.0,1,0
1300,0,37.0,57500.0,2,0
1301,1,20.0,52300.0,1,0
1302,0,27.0,40900.0,0,0
1303,0,44.0,44800.0,1,1
1304,1,38.0,18400.0,1,0
1305,0,35.0,36100.0,1,0
1306,1,19.0,32600.0,3,0
1307,0,27.0,47700.0,2,0
1308,1,32.0,63300.0,1,0
1309,0,34.0,12900.0,2,0
1310,0,30.0,24700.0,1,0
1311,0,32.0,54200.0,1,0
1312,1,37.0,27000.0,1,0
1313,0,20.0,36800.0,0,0
1314,0,22.0,47700.0,0,0
1315,0,48.0,32000.0,1,1
1316,0,35.0,21200.0,0,0
1317,0,25.0,45900.0,1,0
1318,0,29.0,40400.0,2,0
1319,1,29.0,44500.0,0,0
1320,1,35.0,32300.0,3,0
1321,1,33.0,24600.0,1,0
1322,1,42.0,30200.0,1,1
1323,0,19.0,36100.0,1,0
1324,1,22.0,30500.0,2,0
1325,0,31.0,35800.0,1,0
1326,1,28.0,28300.0,1,0
1327,1,21.0,31000.0,1,0
1328,0,47.0,30900.0,0,1
1329,0,28.0,37100.0,1,0
1330,1,27.0,25500.0,1,0
1331,0,36.0,28100.0,0,0
1332,0,51.0,37200.0,2,2
1333,0,28.0,35100.0,0,0
1334,0,32.0,19300.0,1,0
1335,1,23.0,47200.0,0,0
1336,1,19.0,32700.000000000004,0,0
1337,0,22.0,42200.0,2,0
1338,1,37.0,30600.0,0,0
1339,1,19.0,33400.0,3,0
1340,1,20.0,37400.0,2,0
1341,0,44.0,55700.0,1,1
1342,1,50.0,45900.0,5,2
1343,0,39.0,48200.0,3,0
1344,1,20.0,36000.0,0,0
1345,0,39.0,37400.0,0,0
1346,0,26.0,35400.0,1,0
1347,0,19.0,31000.0,2,0
1348,1,24.0,38700.0,2,0
1349,1,33.0,39900.0,2,0
1350,0,19.0,39600.0,1,0
1351,1,42.0,37200.0,0,1
1352,1,35.0,38800.0,3,0
1353,0,21.0,48800.0,0,0
1354,0,26.0,44100.0,2,0
1355,0,28.0,31900.0,0,0
1356,1,23.0,50600.0,1,0
1357,0,29.0,38600.0,2,0
1358,1,27.0,42900.0,2,0
1359,0,36.0,43900.0,0,0
1360,0,37.0,45200.0,3,0
1361,0,41.0,33800.0,0,0
1362,0,35.0,32900.0,0,0
1363,1,29.0,44200.0,2,0
1364,1,40.0,36800.0,1,0
1365,1,39.0,33100.0,3,0
1366,0,38.0,36600.0,0,0
1367,1,45.0,41200.0,1,1
1368,0,27.0,22900.0,3,0
1369,0,25.0,39300.0,0,0
1370,1,33.0,42400.0,1,0
1371,1,44.0,27800.0,1,1
1372,0,37.0,45600.0,1,0
1373,0,40.0,52000.0,0,0
1374,1,19.0,41600.0,2,0
1375,0,21.0,43800.0,3,0
1376,0,35.0,49100.0,2,0
1377,0,26.0,46400.0,0,0
1378,0,36.0,26400.0,0,0
1379,1,23.0,50100.0,1,0
1380,1,34.0,46000.0,0,0
1381,0,40.0,18300.0,0,0
1382,1,18.0,41500.0,3,0
1383,1,35.0,41000.0,0,0
1384,1,33.0,32600.0,0,0
1385,1,35.0,47900.0,1,0
1386,0,40.0,43900.0,2,0
1387,0,33.0,30500.0,0,0
1388,0,46.0,50600.0,2,1
1389,1,24.0,36700.0,1,0
1390,1,30.0,46300.0,0,0
1391,1,29.0,40100.0,1,0
1392,1,22.0,39100.0,1,0
1393,1,40.0,39800.0,1,0
1394,1,30.0,55900.0,2,0
1395,1,32.0,44500.0,2,0
1396,0,19.0,42100.0,0,0
1397,0,33.0,52100.0,1,0
1398,0,37.0,21700.0,1,0
1399,1,24.0,28600.0,3,0
1400,0,47.0,38800.0,0,1
1401,1,29.0,27800.0,0,0
1402,1,22.0,34900.0,1,0
1403,0,37.0,42400.0,0,0
1404,0,43.0,56300.0,2,1
1405,1,33.0,31000.0,0,0
1406,1,35.0,44400.0,1,0
1407,1,26.0,43700.0,0,0
1408,0,35.0,37800.0,0,0
1409,1,41.0,27500.0,1,0
1410,1,20.0,29500.0,2,0
1411,1,31.0,21600.0,0,0
1412,1,30.0,21500.0,2,0
1413,1,29.0,33300.0,2,0
1414,0,50.0,33200.0,1,2
1415,1,39.0,39900.0,2,0
1416,1,22.0,51600.0,0,0
1417,1,50.0,49300.0,0,2
1418,1,28.0,59900.0,0,0
1419,0,20.0,30200.0,4,0
1420,1,22.0,47800.0,3,0
1421,1,19.0,59800.0,1,0
1422,0,39.0,58300.0,0,0
1423,0,41.0,43900.0,2,0
1424,0,40.0,41400.0,3,0
1425,0,32.0,46500.0,1,0
1426,0,36.0,24300.0,0,0
1427,0,33.0,49800.0,1,0
1428,0,43.0,27200.0,1,1
1429,0,38.0,52200.0,0,0
1430,0,30.0,44900.0,2,0
1431,0,19.0,14400.0,2,0
1432,1,21.0,41300.0,1,0
1433,0,28.0,35400.0,2,0
1434,0,26.0,32000.0,2,0
1435,1,29.0,26200.0,0,0
1436,1,18.0,32800.0,2,0
1437,0,25.0,35700.0,1,0
1438,0,43.0,45600.0,1,1
1439,0,29.0,35900.0,0,0
1440,1,20.0,13400.0,1,0
1441,1,34.0,57600.0,0,0
1442,1,20.0,30500.0,1,0
1443,0,26.0,20700.0,3,0
1444,0,34.0,35300.0,2,0
1445,1,31.0,31500.0,3,0
1446,1,38.0,17900.0,3,0
1447,0,35.0,25900.0,3,0
1448,0,20.0,54900.0,1,0
1449,1,21.0,45800.0,1,0
1450,0,21.0,47600.0,1,0
1451,0,55.0,42300.0,1,3
1452,1,27.0,31900.0,2,0
1453,0,39.0,41500.0,1,0
1454,1,55.0,33100.0,1,3
1455,1,28.0,47400.0,1,0
1456,1,25.0,51700.0,2,0
1457,0,18.0,38600.0,0,0
1458,0,24.0,53300.0,1,0
1459,1,27.0,39700.0,3,0
1460,0,33.0,52900.0,3,0
1461,1,38.0,36100.0,0,0
1462,0,33.0,48000.0,0,0
1463,1,23.0,45900.0,0,0
1464,0,36.0,40500.0,2,0
1465,0,21.0,50500.0,2,0
1466,1,30.0,44400.0,1,0
1467,1,42.0,54500.0,1,1
1468,0,20.0,31000.0,0,0
1469,0,21.0,48400.0,2,0
1470,0,36.0,40400.0,1,0
1471,1,30.0,24900.0,1,0
1472,0,28.0,30500.0,1,0
1473,0,37.0,30200.0,2,0
1474,0,37.0,39600.0,1,0
1475,0,18.0,43400.0,2,0
1476,1,40.0,34700.0,0,0
1477,0,20.0,33100.0,2,0
1478,0,33.0,53400.0,2,0
1479,0,19.0,37500.0,0,0
1480,0,42.0,31900.0,1,1
1481,0,33.0,54400.0,1,0
1482,0,48.0,51200.0,1,1
1483,0,37.0,42500.0,1,0
1484,1,40.0,44500.0,2,0
1485,1,41.0,32700.000000000004,0,0
1486,1,50.0,32200.000000000004,2,2
1487,0,38.0,31400.0,1,0
1488,1,36.0,51000.0,3,0
1489,0,48.0,37800.0,0,1
1490,1,34.0,53900.0,3,0
1491,0,31.0,55200.0,0,0
1492,0,27.0,43000.0,0,0
1493,0,35.0,34700.0,3,0
1494,0,27.0,47200.0,2,0
1495,0,37.0,52800.0,1,0
1496,1,26.0,39300.0,3,0
1497,0,40.0,31800.0,2,0
1498,0,34.0,22600.0,0,0
1499,0,21.0,35200.0,1,0
1500,1,25.0,35600.0,2,0
1501,1,28.0,56100.0,0,0
1502,1,32.0,47100.0,1,0
1503,1,32.0,46800.0,3,0
1504,0,21.0,44800.0,2,0
1505,0,23.0,30600.0,1,0
1506,1,32.0,51500.0,0,0
1507,1,35.0,26100.0,2,0
1508,0,26.0,36600.0,0,0
1509,0,49.0,35300.0,1,2
1510,0,31.0,42300.0,1,0
1511,0,39.0,44500.0,3,0
1512,0,37.0,28600.0,2,0
1513,0,24.0,44000.0,1,0
1514,0,34.0,46300.0,2,0
1515,1,36.0,37400.0,0,0
1516,0,36.0,37400.0,0,0
1517,0,32.0,45300.0,1,0
1518,0,25.0,49000.0,1,0
1519,1,26.0,43800.0,0,0
1520,0,25.0,40100.0,0,0
1521,1,36.0,40800.0,0,0
1522,1,30.0,28100.0,2,0
1523,1,31.0,23900.0,1,0
1524,1,33.0,42400.0,2,0
1525,1,36.0,40500.0,1,0
1526,0,19.0,45800.0,1,0
1527,1,36.0,43200.0,0,0
1528,1,27.0,36800.0,1,0
1529,0,34.0,38300.0,0,0
1530,0,32.0,45100.0,1,0
1531,0,38.0,57200.0,2,0
1532,0,20.0,25800.0,1,0
1533,0,18.0,27700.0,0,0
1534,0,32.0,41800.0,3,0
1535,0,23.0,48600.0,1,0
1536,0,44.0,52200.0,1,1
1537,0,34.0,39900.0,0,0
1538,1,36.0,41900.0,5,0
1539,0,18.0,42400.0,1,0
1540,0,26.0,28200.0,0,0
1541,0,25.0,51200.0,0,0
1542,0,40.0,54000.0,2,0
1543,0,26.0,49000.0,2,0
1544,0,25.0,29000.0,1,0
1545,1,28.0,13000.0,1,0
1546,1,33.0,44100.0,2,0
1547,0,21.0,39600.0,0,0
1548,0,38.0,52800.0,2,0
1549,0,38.0,40200.0,0,0
1550,1,31.0,52900.0,0,0
1551,1,42.0,40500.0,0,1
1552,0,31.0,39300.0,2,0
1553,0,33.0,18400.0,0,0
1554,0,31.0,48800.0,1,0
1555,1,30.0,59900.0,1,0
1556,1,21.0,40300.0,2,0
1557,1,22.0,30600.0,3,0
1558,0,19.0,19900.0,0,0
1559,1,32.0,36900.0,0,0
1560,1,21.0,49800.0,1,0
1561,0,32.0,52700.0,0,0
1562,1,31.0,54700.0,0,0
1563,1,36.0,39100.0,2,0
1564,0,25.0,55400.0,0,0
1565,0,21.0,46800.0,3,0
1566,1,18.0,39800.0,2,0
1567,1,40.0,47600.0,1,0
1568,1,59.0,32100.0,0,4
1569,0,23.0,41100.0,1,0
1570,0,37.0,22800.0,0,0
1571,1,31.0,43300.0,0,0
1572,1,27.0,61000.0,1,0
1573,0,27.0,36600.0,2,0
1574,0,23.0,30200.0,0,0
1575,0,31.0,35400.0,2,0
1576,1,19.0,37000.0,1,0
1577,1,24.0,32400.0,1,0
1578,1,30.0,46000.0,1,0
1579,1,38.0,52900.0,2,0
1580,0,19.0,37200.0,2,0
1581,0,24.0,57400.0,1,0
1582,0,33.0,43900.0,3,0
1583,0,32.0,50500.0,0,0
1584,1,19.0,51800.0,1,0
1585,1,20.0,29200.0,1,0
1586,1,23.0,18700.0,1,0
1587,0,22.0,34200.0,2,0
1588,0,35.0,44000.0,1,0
1589,1,35.0,23000.0,1,0
1590,0,26.0,55900.0,3,0
1591,0,21.0,36400.0,0,0
1592,0,30.0,50800.0,1,0
1593,1,30.0,56200.0,1,0
1594,1,27.0,41600.0,0,0
1595,0,41.0,40000.0,4,0
1596,0,35.0,42900.0,0,0
1597,1,29.0,48300.0,0,0
1598,0,28.0,39800.0,1,0
1599,1,49.0,30600.0,4,1
1600,1,27.0,40700.0,0,0
1601,0,28.0,40200.0,0,0
