,calls,minutes,messages,mb_used,is_ultra
566,37.0,244.57999999999996,0.0,22306.88999999999,0
567,96.0,651.1899999999998,86.0,13217.01,0
568,13.0,118.51,7.0,10174.47,0
569,83.0,590.4700000000001,103.0,27851.01,0
570,30.0,192.86,0.0,22310.459999999992,0
571,61.0,460.41,48.0,12187.390000000005,0
572,24.0,213.76,21.0,0.0,1
573,39.0,247.54999999999995,50.0,15333.739999999998,0
574,11.0,77.93999999999998,28.0,25052.43999999998,0
575,90.0,566.25,55.0,18688.369999999995,0
576,72.0,498.89,71.0,17450.9,1
577,53.0,329.85,144.0,38309.87000000002,1
578,8.0,55.13,0.0,1841.0,0
579,53.0,411.85,0.0,17924.059999999998,0
580,43.0,321.63000000000005,42.0,25599.870000000006,1
581,98.0,676.6200000000001,67.0,10705.21,1
582,28.0,226.24,23.0,15501.6,0
583,41.0,227.58000000000004,0.0,20292.33,0
584,117.0,779.5,0.0,11308.65,1
585,62.0,460.53,23.0,25559.050000000007,0
586,6.0,51.08000000000001,16.0,20634.980000000007,1
587,43.0,302.11,0.0,34506.26000000002,1
588,81.0,565.64,40.0,15323.58,1
589,100.0,706.8899999999999,44.0,7800.95,0
590,83.0,510.23,0.0,14333.710000000005,0
591,60.0,419.01999999999987,21.0,11407.52,1
592,11.0,73.47000000000001,20.0,8602.190000000002,0
593,96.0,679.6100000000004,19.0,16174.209999999995,0
594,99.0,713.4900000000004,37.0,17294.52999999999,0
595,107.0,692.17,0.0,15423.29,0
596,88.0,656.9100000000002,77.0,28517.95,1
597,46.0,284.6,59.0,24761.409999999985,0
598,59.0,442.1999999999999,6.0,15932.890000000005,0
599,6.0,49.98,98.0,27477.409999999996,1
600,65.0,396.13999999999993,40.0,12058.600000000002,0
601,97.0,798.5300000000003,75.0,16249.13,0
602,27.0,208.67,30.0,26672.130000000005,1
603,70.0,509.42,90.0,15614.340000000006,1
604,10.0,96.29,20.0,3184.72,1
605,24.0,135.33,33.0,15479.480000000007,0
606,41.0,229.02000000000007,141.0,15004.959999999995,1
607,108.0,820.0700000000003,83.0,14768.14,1
608,12.0,71.93,44.0,10880.75,1
609,51.0,368.2,30.0,20699.67,0
610,84.0,517.0500000000002,81.0,10945.580000000002,1
611,99.0,690.0399999999997,62.0,19128.750000000004,0
612,65.0,456.95999999999987,0.0,41613.580000000016,1
613,61.0,474.9799999999999,35.0,19985.210000000006,0
614,69.0,563.7799999999997,41.0,21020.21,0
615,75.0,486.6299999999998,66.0,24650.839999999986,0
616,52.0,342.07000000000005,27.0,28029.08,1
617,85.0,622.2099999999998,59.0,17365.920000000002,0
618,65.0,490.2599999999998,76.0,30307.39,1
619,57.0,390.04000000000013,62.0,24235.3,0
620,76.0,484.27000000000015,49.0,10474.86,0
621,67.0,505.34,79.0,31408.789999999994,1
622,34.0,205.2,0.0,28731.359999999993,1
623,2.0,16.23,0.0,1162.99,1
624,43.0,352.81999999999994,0.0,19746.08999999999,0
625,77.0,502.87000000000006,5.0,6928.000000000001,0
626,38.0,300.0,65.0,19261.1,0
627,73.0,540.96,12.0,13501.000000000002,0
628,71.0,447.11999999999983,7.0,21781.36,1
629,123.0,947.71,57.0,24046.85999999999,1
630,44.0,271.16,0.0,12749.160000000002,1
631,69.0,389.89000000000016,103.0,22633.64000000001,0
632,65.0,542.54,3.0,12696.64,1
633,81.0,591.3399999999998,28.0,21446.759999999995,0
634,71.0,473.05,90.0,17521.75,0
635,69.0,524.5800000000002,79.0,20765.07,0
636,92.0,628.4700000000001,72.0,16839.519999999997,0
637,100.0,751.8199999999998,57.0,19204.32,0
638,121.0,707.1599999999999,75.0,37165.83,0
639,18.0,123.75,0.0,4383.9000000000015,0
640,47.0,340.17999999999995,86.0,13022.89,1
641,15.0,131.79,0.0,3456.3900000000012,0
642,27.0,200.26,90.0,15345.739999999998,1
643,136.0,965.7800000000003,0.0,31992.10000000001,1
644,20.0,105.00999999999998,0.0,11663.720000000005,0
645,84.0,572.48,5.0,28775.89000000001,1
646,23.0,169.59999999999997,99.0,24666.749999999996,0
647,0.0,0.0,30.0,10236.2,1
648,58.0,463.22999999999985,60.0,18512.24,1
649,72.0,505.85999999999984,51.0,11824.8,0
650,41.0,244.59,39.0,0.0,1
651,18.0,147.93,18.0,1904.01,1
652,55.0,334.62999999999994,26.0,13896.460000000005,0
653,65.0,467.43999999999977,52.0,19579.55,0
654,53.0,478.1800000000002,78.0,20152.53,0
655,99.0,688.7000000000003,16.0,18758.43,0
656,45.0,333.64,39.0,16542.45,0
657,82.0,466.26000000000016,59.0,16996.029999999995,0
658,48.0,325.93,37.0,13603.070000000005,0
659,71.0,471.44000000000005,45.0,17489.44,1
660,11.0,66.00000000000001,0.0,7039.120000000001,0
661,23.0,133.41,24.0,28724.23,0
662,34.0,262.07,36.0,7939.290000000001,1
663,35.0,253.17,22.0,20553.169999999987,0
664,117.0,739.2700000000002,124.0,22818.56,1
665,49.0,309.64,59.0,11973.190000000002,0
666,100.0,660.7799999999999,26.0,20396.99,1
667,87.0,549.2900000000002,0.0,21637.149999999994,0
668,94.0,683.19,18.0,19308.01,1
669,88.0,608.2000000000003,22.0,15521.15,0
670,33.0,241.75,9.0,23708.499999999985,0
671,82.0,565.18,0.0,21258.91,1
672,47.0,308.23,59.0,10624.740000000003,0
673,32.0,221.59000000000003,44.0,17783.869999999995,0
674,89.0,601.4599999999998,129.0,25208.53,1
675,31.0,176.39999999999995,31.0,16673.38,0
676,28.0,163.17000000000004,7.0,13371.919999999998,0
677,64.0,507.2000000000001,107.0,14515.450000000004,0
678,75.0,529.17,0.0,10435.47,0
679,58.0,434.84000000000015,20.0,18910.829999999994,0
680,126.0,848.9200000000003,57.0,19967.05,0
681,9.0,77.82000000000002,0.0,14733.169999999998,1
682,78.0,515.8900000000001,49.0,17368.65,0
683,97.0,772.35,66.0,10523.419999999998,1
684,96.0,687.1900000000003,0.0,24529.99000000001,0
685,63.0,420.24,51.0,10497.71,0
686,79.0,562.99,19.0,25508.19,1
687,62.0,371.18,7.0,18076.460000000006,0
688,111.0,633.0500000000002,94.0,8792.86,1
689,33.0,130.76,0.0,20875.629999999994,0
690,45.0,329.1,23.0,21874.539999999994,0
691,24.0,136.24,11.0,15174.05,0
692,86.0,662.2599999999999,0.0,18820.25,0
693,156.0,999.5299999999993,114.0,21535.16,1
694,40.0,289.22,22.0,19352.499999999996,1
695,77.0,455.58000000000015,29.0,18446.11999999999,0
696,56.0,338.17,37.0,21337.739999999987,0
697,64.0,466.4,33.0,14327.240000000002,0
698,16.0,105.46,3.0,0.01,1
699,69.0,446.25,17.0,14370.540000000005,0
700,46.0,372.34000000000015,49.0,20043.06,0
701,77.0,513.62,14.0,14269.95,0
702,64.0,453.87000000000006,32.0,13233.030000000002,0
703,28.0,195.36,29.0,11179.930000000002,0
704,72.0,426.25,129.0,21735.13,0
705,41.0,284.87,73.0,16613.09,0
706,64.0,436.07000000000005,51.0,19451.62,0
707,61.0,396.32,0.0,36298.13,1
708,18.0,109.60000000000002,14.0,766.23,0
709,77.0,571.62,7.0,17096.14,1
710,73.0,503.82,10.0,21462.199999999993,0
711,70.0,468.61,28.0,22586.680000000004,0
712,68.0,458.14999999999986,137.0,10933.270000000002,1
713,178.0,1354.7500000000002,10.0,4880.620000000001,1
714,60.0,376.33000000000015,1.0,13479.08,0
715,43.0,280.33,0.0,25184.08,0
716,78.0,497.1399999999999,0.0,18267.18,0
717,86.0,605.25,20.0,22596.500000000004,0
718,94.0,641.4600000000003,17.0,16670.230000000003,1
719,1.0,8.33,5.0,2346.71,0
720,1.0,14.91,55.0,23828.6,0
721,43.0,268.41,92.0,27172.369999999995,0
722,114.0,887.0799999999997,112.0,22415.92,1
723,55.0,344.9600000000001,60.0,6294.310000000001,0
724,30.0,204.00000000000003,87.0,14152.159999999994,0
725,44.0,300.88999999999993,66.0,11859.240000000002,0
726,58.0,462.24,26.0,14104.660000000005,0
727,57.0,385.28,23.0,29942.59000000001,1
728,43.0,298.42,12.0,18311.24,0
729,17.0,97.8,2.0,8792.28,0
730,36.0,259.5,8.0,7417.140000000001,0
731,47.0,273.6,60.0,24264.52999999999,0
732,103.0,752.2499999999999,40.0,16132.52,0
733,62.0,368.88,77.0,15873.389999999998,0
734,24.0,144.5,11.0,10879.100000000002,0
735,71.0,532.8600000000001,72.0,16333.759999999995,0
736,59.0,357.95,43.0,21587.770000000004,0
737,39.0,248.15000000000003,0.0,13443.340000000002,0
738,176.0,1364.8299999999995,153.0,22652.06,1
739,36.0,314.67,16.0,16476.829999999998,0
740,69.0,456.2600000000001,39.0,15289.840000000006,0
741,39.0,292.12000000000006,73.0,25521.07,1
742,136.0,999.09,84.0,23116.46,1
743,88.0,625.64,80.0,8983.420000000002,0
744,22.0,155.05999999999997,22.0,2253.5,1
745,51.0,319.25000000000006,0.0,10985.030000000004,0
746,47.0,392.99,0.0,18981.920000000006,0
747,78.0,528.4100000000002,11.0,14872.62,0
748,81.0,525.9699999999998,15.0,18878.91,0
749,69.0,430.49999999999983,9.0,10460.900000000003,0
750,130.0,925.5800000000003,53.0,2335.64,1
751,63.0,411.35999999999984,31.0,11886.28,0
752,79.0,577.1099999999998,46.0,30981.679999999997,0
753,48.0,338.0600000000001,3.0,20883.009999999984,0
754,98.0,723.1200000000005,10.0,14688.44,0
755,198.0,1390.220000000001,64.0,20066.15,0
756,51.0,401.45,91.0,19021.56,0
757,81.0,531.2800000000002,109.0,19496.93,1
758,45.0,319.2600000000001,26.0,13376.33,0
759,35.0,182.51,103.0,25494.779999999995,1
760,28.0,151.92000000000004,108.0,20411.22,1
761,32.0,266.95,0.0,23336.54,0
762,23.0,207.18,4.0,5890.07,0
763,78.0,523.42,40.0,12477.65,1
764,66.0,488.95,46.0,17383.220000000005,0
765,45.0,320.44,117.0,35689.599999999984,1
766,51.0,298.1500000000001,6.0,9220.92,0
767,26.0,193.78,14.0,13946.360000000004,0
768,46.0,284.7000000000001,40.0,16449.449999999993,0
769,0.0,0.0,32.0,17206.440000000002,0
770,49.0,301.37,65.0,17393.94,1
771,74.0,367.79000000000013,26.0,12820.929999999995,0
772,107.0,666.29,35.0,27935.42,0
773,94.0,707.3700000000001,19.0,14491.72,1
774,81.0,586.5899999999998,35.0,20566.27,0
775,119.0,808.1300000000003,14.0,20728.449999999983,0
776,70.0,523.84,31.0,22127.48999999999,0
777,77.0,578.21,93.0,16546.95,1
778,47.0,352.52999999999986,81.0,16537.78,0
779,59.0,392.04,0.0,43824.929999999986,1
780,72.0,370.52,25.0,14696.31,0
781,46.0,270.06000000000006,1.0,9121.7,0
782,43.0,295.14999999999986,0.0,17423.98,0
783,83.0,554.0699999999998,44.0,19300.04,1
784,34.0,213.04999999999995,27.0,7884.190000000002,0
785,38.0,263.17,126.0,34329.08,1
786,83.0,705.8999999999999,84.0,16082.160000000007,0
787,34.0,263.06,73.0,15661.730000000005,0
788,16.0,112.54,7.0,4185.8200000000015,0
789,76.0,549.99,21.0,21063.53,0
790,42.0,285.74000000000007,1.0,16807.610000000004,0
791,11.0,58.53999999999999,5.0,7085.970000000001,1
792,130.0,876.3300000000003,138.0,39652.05000000002,1
793,41.0,342.97,55.0,16567.859999999993,0
794,6.0,46.40000000000001,0.0,814.35,1
795,51.0,415.00000000000017,49.0,16588.54,0
796,87.0,588.8999999999999,66.0,8496.92,0
797,82.0,552.2800000000002,50.0,24278.94000000001,1
798,137.0,968.5099999999996,94.0,28174.54,1
799,83.0,519.66,52.0,15821.169999999998,0
800,69.0,522.3599999999999,20.0,17713.64,0
801,28.0,238.38,8.0,21979.189999999995,0
802,90.0,521.5300000000002,54.0,15950.1,1
803,86.0,648.6600000000002,25.0,11290.13,0
804,75.0,503.2600000000001,12.0,11859.170000000006,0
805,40.0,232.35,37.0,13941.600000000004,0
806,47.0,367.37,142.0,37554.41000000002,1
807,78.0,498.47,7.0,13212.22,0
808,25.0,203.33000000000004,25.0,22518.06,0
809,60.0,447.86999999999983,33.0,13114.530000000002,0
810,45.0,351.62,0.0,18991.13,0
811,36.0,322.57,41.0,12259.44,0
812,52.0,389.15000000000015,50.0,12774.100000000004,0
813,56.0,432.43,25.0,13947.46,0
814,114.0,793.6900000000003,15.0,23225.779999999995,0
815,87.0,655.1600000000002,10.0,20192.8,0
816,68.0,431.39,0.0,14301.29,0
817,24.0,153.32000000000005,91.0,23122.07999999999,0
818,76.0,493.50000000000017,6.0,21655.42,0
819,62.0,462.48000000000013,32.0,14589.410000000002,0
820,26.0,190.98,11.0,23590.87,0
821,56.0,392.72000000000014,0.0,6810.52,0
822,48.0,369.4,106.0,4520.18,0
823,42.0,290.68999999999994,77.0,21507.029999999995,0
824,54.0,395.09,33.0,19088.31,0
825,18.0,122.03999999999998,5.0,7997.91,0
826,70.0,519.97,31.0,19455.13999999999,0
827,54.0,448.87,0.0,9670.72,0
828,49.0,394.92,18.0,11284.140000000005,0
829,150.0,1079.7500000000002,113.0,18301.76,1
830,61.0,436.15000000000015,34.0,9894.749999999998,0
831,133.0,972.7,83.0,38552.61999999999,0
832,55.0,345.49,16.0,20124.92999999999,0
833,81.0,514.5899999999998,45.0,19370.72,0
834,31.0,173.75999999999996,0.0,11966.73,1
835,70.0,519.74,28.0,24750.539999999994,0
836,113.0,707.7900000000002,0.0,21008.039999999983,0
837,62.0,398.63000000000005,60.0,11311.360000000004,0
838,61.0,452.89,27.0,10444.65,0
839,14.0,119.61,23.0,13469.350000000004,0
840,111.0,707.2499999999999,77.0,12279.31,0
841,59.0,371.10000000000014,0.0,14647.950000000004,0
842,74.0,476.36999999999983,76.0,13424.260000000006,0
843,9.0,58.86999999999999,2.0,671.96,0
844,160.0,1055.7900000000004,54.0,33629.529999999984,1
845,118.0,799.3999999999999,0.0,12828.73,1
846,114.0,734.1199999999999,134.0,25969.8,0
847,64.0,493.44000000000005,11.0,31703.279999999995,0
848,61.0,398.63,76.0,12230.870000000004,0
849,67.0,444.22,14.0,18977.779999999995,0
850,97.0,705.5999999999998,47.0,14407.850000000002,1
851,75.0,529.6600000000002,20.0,21749.32,0
852,110.0,867.2699999999999,0.0,14783.869999999995,1
853,104.0,704.7100000000003,30.0,43304.53000000001,1
854,94.0,728.1199999999997,41.0,17962.509999999995,0
855,97.0,686.8499999999998,3.0,21722.120000000006,0
856,26.0,198.5,45.0,14556.84,0
857,66.0,410.84000000000015,0.0,20148.110000000004,0
858,30.0,178.79999999999995,45.0,22732.71,0
859,66.0,502.46,128.0,20861.169999999995,1
860,72.0,410.23,68.0,16006.550000000007,0
861,43.0,288.42999999999995,21.0,21722.72000000001,1
862,36.0,267.30000000000007,17.0,21595.680000000004,0
863,120.0,929.36,39.0,15080.13,0
864,6.0,35.11,34.0,17625.230000000003,0
865,122.0,837.7599999999996,1.0,20197.070000000003,1
866,90.0,645.3100000000002,3.0,27488.44000000001,1
867,44.0,338.16000000000014,18.0,5051.830000000001,0
868,109.0,763.2200000000001,42.0,17236.5,0
869,69.0,482.18,40.0,11178.07,1
870,69.0,478.34000000000015,25.0,23367.119999999995,0
871,101.0,719.9299999999997,35.0,21337.250000000004,1
872,88.0,581.4999999999998,85.0,16127.190000000002,0
873,71.0,556.8399999999998,71.0,19869.209999999995,0
874,80.0,479.48999999999984,33.0,10121.45,1
875,52.0,384.83,46.0,16964.059999999998,0
876,57.0,335.5499999999999,28.0,17364.21,0
877,75.0,544.23,0.0,22924.79,1
878,152.0,1048.9699999999998,101.0,18716.230000000003,1
879,58.0,338.05,5.0,27967.259999999995,1
880,35.0,317.9,101.0,13118.370000000004,0
881,82.0,692.2499999999999,38.0,21644.14,0
882,66.0,494.47000000000014,0.0,17360.07,0
883,5.0,38.41,1.0,9707.950000000004,0
884,0.0,0.0,180.0,32045.729999999985,1
885,35.0,269.16,0.0,10621.59,1
886,83.0,558.9399999999998,62.0,24179.88999999999,0
887,104.0,714.1800000000003,25.0,19691.88,1
888,46.0,308.33,23.0,18865.350000000006,0
889,80.0,493.85000000000014,30.0,5042.33,1
890,17.0,119.42,0.0,18743.58,0
891,56.0,404.18,91.0,16476.40000000001,0
892,64.0,454.02000000000015,2.0,15656.280000000002,0
893,55.0,314.72000000000014,0.0,17451.24,0
894,19.0,110.1,0.0,6120.38,0
895,57.0,408.1,0.0,15589.990000000002,0
896,86.0,632.1599999999999,47.0,18910.07999999999,0
897,29.0,203.62,30.0,19527.95,0
898,10.0,62.62000000000001,13.0,8826.2,0
899,31.0,205.14,22.0,10250.58,0
900,43.0,289.68999999999994,115.0,16545.7,0
901,83.0,602.6299999999999,46.0,29361.180000000015,1
902,98.0,657.0099999999998,70.0,13309.900000000005,0
903,55.0,430.22,8.0,16689.449999999993,0
904,58.0,376.65000000000015,44.0,15136.569999999994,0
905,43.0,346.88000000000017,84.0,17934.799999999996,0
906,49.0,291.0,73.0,15791.45,0
907,53.0,460.05999999999983,0.0,12371.770000000004,0
908,68.0,403.53,0.0,20811.88,1
909,87.0,615.13,99.0,7625.09,1
910,25.0,189.88,40.0,18592.840000000004,0
911,73.0,463.74,29.0,21860.130000000005,0
912,31.0,198.67,0.0,23628.07,0
913,51.0,406.8600000000001,57.0,5336.82,1
914,137.0,973.64,13.0,16015.97,0
915,45.0,308.42000000000013,0.0,15895.570000000005,0
916,50.0,375.91,35.0,12388.4,0
917,90.0,547.4200000000003,7.0,13741.1,0
918,36.0,340.0200000000001,49.0,8657.77,0
919,146.0,968.3399999999997,101.0,16090.179999999997,1
920,95.0,732.2000000000003,44.0,28042.76,1
921,93.0,722.6400000000003,0.0,14198.919999999998,0
922,106.0,798.42,0.0,42181.91000000002,1
923,61.0,421.74000000000007,41.0,19746.94,0
924,27.0,195.40000000000003,0.0,15765.070000000005,0
925,61.0,399.98,24.0,17553.710000000006,0
926,92.0,757.1899999999998,0.0,14682.17,1
927,74.0,561.37,27.0,18350.010000000006,1
928,22.0,175.36000000000004,17.0,13973.08,0
929,50.0,334.1699999999999,39.0,21353.710000000006,0
930,103.0,730.6100000000001,154.0,18565.12999999999,1
931,59.0,376.64999999999986,32.0,14791.390000000005,1
932,47.0,411.65,145.0,18603.32,1
933,2.0,2.0,28.0,9173.78,0
934,70.0,450.03,51.0,17567.129999999994,0
935,74.0,588.4999999999999,59.0,17963.410000000003,0
936,75.0,520.4700000000001,0.0,18194.45,1
937,55.0,354.67000000000013,16.0,16405.570000000003,0
938,39.0,267.15,43.0,19856.17999999999,0
939,63.0,457.86000000000007,47.0,15708.640000000005,0
940,97.0,691.9099999999999,26.0,23418.089999999986,0
941,35.0,270.25999999999993,15.0,15482.339999999998,0
942,69.0,453.23000000000013,74.0,14727.37,0
943,31.0,269.94,48.0,13340.589999999998,0
944,85.0,623.2199999999998,64.0,19081.08999999999,0
945,50.0,350.2,20.0,22219.69999999999,0
946,33.0,247.29,0.0,30996.300000000007,1
947,117.0,737.27,3.0,13981.21,1
948,58.0,386.4399999999998,0.0,16581.859999999993,0
949,39.0,225.97,19.0,13950.920000000002,0
950,65.0,421.87000000000006,28.0,23488.98,0
951,0.0,0.0,185.0,31032.939999999995,1
952,87.0,518.1,17.0,13957.77,0
953,42.0,297.86,3.0,11687.049999999996,0
954,52.0,383.9,40.0,24574.81999999998,0
955,85.0,613.98,34.0,5622.079999999999,1
956,34.0,203.58,77.0,15670.319999999994,0
957,152.0,1181.8200000000004,121.0,49745.73000000001,1
958,2.0,16.29,2.0,1160.41,0
959,48.0,341.7999999999999,53.0,5910.3499999999985,1
960,107.0,791.9100000000002,6.0,15676.409999999998,1
961,43.0,352.2399999999999,127.0,27271.390000000007,1
962,35.0,236.7199999999999,72.0,13380.670000000002,0
963,97.0,743.2199999999997,43.0,16404.299999999992,0
964,36.0,267.37,79.0,18205.97,0
965,81.0,542.2199999999998,21.0,15356.16,0
966,106.0,619.94,0.0,27762.85000000001,1
967,2.0,9.01,0.0,478.96,0
968,82.0,666.5599999999997,28.0,17732.359999999993,1
969,77.0,527.44,0.0,16620.310000000005,0
970,68.0,504.3799999999998,106.0,17767.899999999994,0
971,61.0,523.7199999999998,116.0,17254.54,1
972,84.0,577.2000000000003,86.0,12375.26,0
973,64.0,486.46,74.0,19627.0,0
974,66.0,465.75,6.0,16832.320000000003,0
975,11.0,106.75,31.0,17631.059999999994,0
976,43.0,321.2399999999999,6.0,8395.77,0
977,68.0,419.13,98.0,21628.93,0
978,66.0,443.83,0.0,17672.29,0
979,34.0,268.50000000000006,10.0,8859.080000000002,0
980,67.0,478.4200000000001,36.0,14839.660000000002,0
981,38.0,254.26000000000008,0.0,7928.78,1
982,52.0,350.92000000000013,63.0,21237.38,0
983,65.0,446.3299999999999,93.0,18147.99,0
984,72.0,467.98999999999984,9.0,17435.71,0
985,77.0,553.6499999999999,53.0,15428.890000000005,0
986,65.0,474.16,3.0,15983.409999999998,1
987,34.0,169.09999999999997,0.0,16587.99,1
988,56.0,404.97000000000014,26.0,11262.47,0
989,58.0,373.58,63.0,14802.420000000002,0
990,67.0,457.99,39.0,17687.399999999998,0
991,81.0,626.1399999999996,42.0,21885.47,1
992,82.0,569.1300000000002,24.0,18749.93,0
993,83.0,626.9600000000003,0.0,14486.37,1
994,68.0,379.06,18.0,11166.22,1
995,69.0,493.47,11.0,10594.240000000002,0
996,93.0,567.3699999999998,0.0,3345.7700000000004,1
997,92.0,617.2200000000001,72.0,33816.289999999986,1
998,84.0,583.7600000000001,0.0,25048.579999999994,0
999,83.0,534.0499999999998,70.0,19292.73,0
1000,39.0,259.94,1.0,10679.43,0
1001,88.0,740.6799999999997,0.0,25803.709999999992,1
1002,35.0,197.96000000000004,45.0,21425.83999999999,0
1003,77.0,496.56,0.0,21814.38,0
1004,37.0,279.41,0.0,27548.01,1
1005,51.0,351.95,0.0,23680.01000000001,0
1006,97.0,608.0999999999998,50.0,26838.48,1
1007,73.0,550.5799999999998,25.0,18322.629999999994,0
1008,46.0,317.98,31.0,16087.51,0
1009,84.0,608.1900000000003,19.0,25013.17999999999,0
1010,86.0,608.4799999999998,0.0,16025.98,0
1011,92.0,654.7599999999998,31.0,14370.82,0
1012,85.0,533.9999999999999,60.0,13880.1,0
1013,96.0,760.21,11.0,13388.770000000004,0
1014,96.0,655.5200000000002,2.0,20432.78,0
1015,42.0,319.7999999999999,121.0,16790.960000000006,0
1016,24.0,178.32000000000005,14.0,4674.47,0
1017,93.0,650.5099999999999,31.0,20460.9,0
1018,25.0,149.04,9.0,16837.46,0
1019,77.0,530.0699999999998,69.0,12697.45,0
1020,24.0,108.68999999999998,72.0,16765.419999999995,0
1021,108.0,789.1700000000003,12.0,32670.359999999993,1
1022,55.0,343.1799999999999,28.0,18692.990000000005,0
1023,76.0,601.1,0.0,17104.36,0
1024,100.0,709.4,17.0,16964.329999999998,0
1025,16.0,111.25,10.0,33347.090000000004,1
1026,61.0,410.19000000000017,30.0,14214.92,0
1027,72.0,487.7799999999999,20.0,28187.72,0
1028,72.0,445.2,53.0,18696.44,1
1029,72.0,442.65000000000015,35.0,28183.289999999994,0
1030,85.0,621.9300000000002,46.0,16743.649999999998,1
1031,151.0,1029.37,0.0,25994.119999999995,1
1032,65.0,447.07000000000016,55.0,24515.370000000006,1
1033,66.0,463.10999999999984,0.0,34912.319999999985,0
1034,152.0,1067.2399999999998,17.0,1151.08,1
1035,77.0,473.18000000000006,20.0,15738.08,1
1036,87.0,664.97,6.0,27183.14,1
1037,56.0,357.36,0.0,12965.489999999998,0
1038,80.0,581.0500000000002,16.0,13976.52,0
1039,115.0,827.9299999999997,3.0,18727.79,1
1040,0.0,0.0,29.0,21289.28,1
1041,51.0,434.89000000000016,14.0,19815.78,0
1042,97.0,760.53,77.0,20246.27,1
1043,106.0,796.79,23.0,42250.70000000001,1
1044,33.0,282.0800000000001,30.0,13670.890000000005,0
1045,84.0,597.2700000000002,3.0,33352.8,1
1046,70.0,533.3199999999998,13.0,10801.910000000002,0
1047,83.0,577.8199999999998,8.0,14878.490000000005,0
1048,57.0,418.81,44.0,17335.039999999994,0
1049,40.0,246.79,88.0,22284.78,0
1050,36.0,218.91,14.0,28638.89999999999,0
1051,85.0,464.6899999999998,51.0,19787.14,0
1052,39.0,240.63,14.0,4049.96,1
1053,65.0,491.24999999999983,55.0,10143.200000000004,0
1054,42.0,226.18,21.0,13243.48,0
1055,23.0,132.63,47.0,16889.329999999998,0
1056,50.0,331.19999999999993,9.0,9285.620000000004,0
1057,81.0,516.5600000000002,2.0,19457.419999999995,1
1058,64.0,423.95,44.0,7826.030000000002,0
1059,38.0,212.46,52.0,18610.53,0
1060,99.0,660.2,17.0,18430.23,1
1061,54.0,363.0899999999999,47.0,22974.040000000005,0
1062,77.0,510.00000000000006,19.0,11907.139999999998,0
1063,22.0,134.71,18.0,6040.48,0
1064,46.0,345.98,0.0,20980.24999999999,0
1065,2.0,2.0,0.0,959.51,1
1066,90.0,653.6200000000001,0.0,15697.769999999995,0
1067,40.0,234.18,49.0,4817.0,0
1068,49.0,369.42,86.0,8483.11,0
1069,91.0,725.6200000000003,0.0,20929.17,1
1070,24.0,187.98999999999995,0.0,8377.0,1
1071,45.0,360.87,25.0,19958.700000000004,0
1072,97.0,645.8200000000003,51.0,10471.58,0
1073,80.0,498.91,51.0,20736.28,0
1074,31.0,258.82,0.0,33988.899999999994,1
1075,36.0,296.77999999999986,14.0,10328.700000000004,0
1076,52.0,336.91,77.0,22064.65,0
1077,60.0,428.49,20.0,29389.52,1
1078,91.0,604.3900000000001,19.0,25152.82000000001,1
1079,45.0,354.05,0.0,16873.38,0
1080,36.0,230.99,19.0,23525.07000000001,1
1081,57.0,445.41000000000014,1.0,8197.18,0
1082,81.0,588.1500000000002,56.0,19383.95,0
1083,82.0,600.6099999999998,57.0,11957.520000000002,0
1084,94.0,615.5199999999999,39.0,12728.960000000005,0
1085,94.0,713.46,15.0,22966.719999999994,0
1086,70.0,420.32,0.0,15814.409999999998,0
1087,95.0,575.75,0.0,5730.220000000001,1
1088,77.0,603.3600000000001,39.0,11500.29,0
1089,51.0,371.83,63.0,5774.980000000001,0
1090,105.0,710.8800000000001,0.0,21114.47,1
1091,116.0,933.82,27.0,20474.34,0
1092,80.0,555.85,140.0,24412.570000000003,1
1093,157.0,1113.1399999999996,0.0,43107.50999999999,1
1094,0.0,0.0,35.0,17322.590000000004,0
1095,62.0,454.02,35.0,15018.46,0
1096,15.0,91.89,6.0,2834.0399999999995,0
1097,69.0,449.92999999999984,64.0,15557.04,0
1098,5.0,14.22,2.0,2412.34,0
1099,74.0,491.36,60.0,16944.44,0
1100,61.0,443.13,45.0,15349.649999999998,0
1101,91.0,563.3999999999999,60.0,11109.030000000002,0
1102,112.0,751.7699999999996,0.0,16809.949999999993,1
1103,0.0,0.0,201.0,27825.950000000008,1
1104,17.0,141.04999999999995,14.0,9850.74,0
1105,15.0,94.93,7.0,2727.9700000000007,0
1106,90.0,682.9600000000003,75.0,14950.72,0
1107,90.0,562.8299999999998,25.0,20737.15,1
1108,49.0,345.2400000000002,0.0,27032.0,0
1109,69.0,479.79,0.0,17559.43,0
1110,70.0,433.2000000000001,30.0,28987.389999999985,1
1111,31.0,237.78999999999996,0.0,22706.369999999995,1
1112,64.0,480.32999999999987,2.0,11640.090000000002,0
1113,27.0,157.74,0.0,4208.92,1
1114,55.0,357.49,133.0,26357.61,1
1115,64.0,495.2,21.0,20048.69,0
1116,101.0,694.1999999999998,41.0,9351.780000000004,0
1117,9.0,59.72,6.0,838.22,0
1118,91.0,693.1499999999997,37.0,11562.48,0
1119,72.0,415.28,25.0,30960.74,0
1120,24.0,191.97,77.0,13292.230000000005,0
1121,1.0,1.82,1.0,2091.87,0
1122,50.0,345.79,0.0,18908.64,0
1123,76.0,616.5,17.0,18270.050000000007,0
1124,1.0,1.0,48.0,20375.87,0
