,platform,sales_year,genre,online,offline,critic_score,user_score,rating,game_id
917,PSV,2018.0,Action,21.0,14.000000000000002,75.0,7.5,T,40607
918,Wii,2017.0,Misc,43.0,0.0,,tbd,E10+,49152
919,DS,2017.0,Action,42.0,0.0,,tbd,EC,45352
920,3DS,2018.0,Action,21.0,20.0,,6.4,E10+,12271
921,X360,2017.0,Sports,40.0,3.0,69.0,6.8,E,37900
922,PSV,2017.0,Role-Playing,0.0,0.0,,,,40134
923,PS3,2017.0,Shooter,20.0,15.0,71.0,7.3,M,33229
924,WiiU,2018.0,Action,21.0,21.0,,7,E10+,18666
925,PS3,2017.0,Shooter,21.0,16.0,74.0,7.1,M,26411
926,PS4,2016.0,Sports,2.0,27.0,85.0,7.6,E,46391
927,3DS,2017.0,Fighting,13.0,21.0,79.0,8.2,T,14878
928,PS3,2015.0,Action,16.0,21.0,,,,16013
929,PC,2018.0,Shooter,13.0,29.0,81.0,8.2,M,39133
930,PS3,2017.0,Action,23.0,14.000000000000002,61.0,7.2,M,45268
931,PC,2018.0,Action,15.0,26.0,77.0,4.7,M,26467
932,X360,2017.0,Shooter,30.0,11.0,75.0,7,M,32767
933,PS3,2017.0,Shooter,13.0,23.0,70.0,7.4,M,16183
934,WiiU,2015.0,Sports,13.0,15.0,58.0,5.3,E,29401
935,PS3,2017.0,Sports,9.0,24.0,69.0,6.6,E,44133
936,X360,2018.0,Fighting,26.0,14.000000000000002,74.0,7.2,T,39651
937,PS3,2018.0,Shooter,14.000000000000002,21.0,,7.1,M,14681
938,PS4,2018.0,Action,19.0,18.0,78.0,5.6,E10+,40396
939,XOne,2018.0,Action,25.0,15.0,,,,36547
940,X360,2018.0,Role-Playing,25.0,15.0,,,,22658
941,DS,2017.0,Action,32.0,8.0,,,,49013
942,X360,2018.0,Action,28.000000000000004,12.0,79.0,8.3,T,45899
943,Wii,2017.0,Sports,41.0,0.0,,6.2,E,34734
944,X360,2017.0,Action,26.0,12.0,86.0,5.1,M,11331
945,PSV,2018.0,Action,0.0,28.000000000000004,57.0,4.1,E,27298
946,X360,2017.0,Shooter,28.000000000000004,12.0,84.0,7.7,E10+,31306
947,X360,2017.0,Racing,18.0,21.0,,,,42561
948,PS3,2018.0,Action,19.0,9.0,58.0,5,M,12941
949,3DS,2017.0,Puzzle,20.0,13.0,74.0,6.8,E,47410
950,XOne,2015.0,Shooter,26.0,13.0,80.0,7.8,M,13476
951,PS4,2018.0,Action,16.0,20.0,,,,18838
952,3DS,2016.0,Action,17.0,13.0,,,,43390
953,PS3,2017.0,Misc,0.0,34.0,,,,42441
954,PS3,2018.0,Fighting,15.0,14.000000000000002,73.0,7.5,T,30818
955,X360,2017.0,Action,26.0,13.0,62.0,7.4,M,19030
956,XOne,2018.0,Action,23.0,17.0,74.0,7.1,E10+,39378
957,PS3,2018.0,Sports,35.0,0.0,81.0,6.8,E,28436
958,X360,2018.0,Action,28.000000000000004,11.0,77.0,8.4,M,21088
959,PS3,2017.0,Shooter,22.0,14.000000000000002,74.0,6.2,M,31367
960,X360,2015.0,Sports,27.0,12.0,,5.4,T,31562
961,PS3,2018.0,Action,37.0,0.0,,8.7,M,14169
962,3DS,2017.0,Role-Playing,23.0,12.0,47.0,6,E10+,11472
963,PS3,2018.0,Misc,26.0,11.0,77.0,7.1,E10+,28986
964,PC,2018.0,Shooter,16.0,22.0,87.0,7.6,M,24399
965,PS4,2015.0,Action,10.0,25.0,76.0,8,,15240
966,X360,2017.0,Platform,19.0,20.0,90.0,8.2,E10+,35828
967,PSP,2017.0,Strategy,0.0,0.0,,,,44377
968,X360,2018.0,Sports,15.0,25.0,74.0,4.4,E,36487
969,DS,2017.0,Misc,34.0,5.0,,,,31898
970,X360,2015.0,Action,25.0,13.0,,5.4,E10+,18246
971,PSV,2017.0,Action,16.0,17.0,61.0,6.8,T,36083
972,PS3,2018.0,Simulation,21.0,7.000000000000001,73.0,8,M,15508
973,PS4,2018.0,Racing,13.0,22.0,79.0,7.2,E10+,47286
974,PSV,2017.0,Sports,4.0,28.000000000000004,,,,22736
975,Wii,2017.0,Misc,40.0,0.0,,tbd,E10+,34754
976,3DS,2018.0,Simulation,0.0,14.000000000000002,76.0,8.2,E10+,43789
977,PS3,2017.0,Action,14.000000000000002,18.0,80.0,8.2,,47126
978,Wii,2018.0,Sports,36.0,3.0,,7.5,E,23456
979,X360,2018.0,Shooter,21.0,17.0,76.0,8.2,M,37900
980,WiiU,2016.0,Role-Playing,20.0,14.000000000000002,75.0,6.8,E,36410
981,3DS,2017.0,Action,0.0,0.0,46.0,4.5,M,25474
982,WiiU,2015.0,Misc,19.0,11.0,46.0,4.4,E,29503
983,PS4,2017.0,Misc,19.0,16.0,75.0,5.5,E10+,45370
984,XOne,2016.0,Sports,24.0,14.000000000000002,76.0,6,T,48800
985,PS4,2016.0,Simulation,5.0,31.0,69.0,8.7,E,45697
986,PS3,2015.0,Shooter,13.0,15.0,,5.3,M,17403
987,PS3,2017.0,Action,7.000000000000001,20.0,81.0,7.9,T,34042
988,XOne,2015.0,Action,22.0,15.0,80.0,6.9,E10+,27864
989,XOne,2018.0,Sports,31.0,6.0,59.0,3.2,E10+,22841
990,PC,2016.0,Shooter,22.0,15.0,79.0,5.8,M,18241
991,PSV,2017.0,Sports,8.0,23.0,,1.8,E,11865
992,PS3,2018.0,Racing,7.000000000000001,26.0,62.0,4.1,E,41363
993,WiiU,2018.0,Shooter,20.0,18.0,81.0,6.9,M,11468
994,DS,2017.0,Action,23.0,14.000000000000002,,tbd,E,18874
995,X360,2017.0,Sports,15.0,22.0,84.0,8.2,E,42548
996,PSV,2015.0,Role-Playing,0.0,3.0,,8.1,T,36692
997,PC,2018.0,Shooter,15.0,23.0,78.0,4.5,M,44992
998,PS3,2017.0,Fighting,16.0,18.0,75.0,6.4,T,41150
999,PSV,2018.0,Shooter,18.0,15.0,60.0,6.8,M,12483
1000,XOne,2018.0,Misc,29.0,8.0,,,,32907
1001,X360,2017.0,Simulation,30.0,8.0,66.0,7.5,E,12732
1002,PC,2017.0,Shooter,18.0,17.0,54.0,5.7,M,20252
1003,WiiU,2017.0,Role-Playing,0.0,0.0,,,,16064
1004,X360,2017.0,Misc,29.0,8.0,,tbd,E,26403
1005,PS4,2016.0,Role-Playing,4.0,11.0,,,,39101
1006,PS4,2015.0,Role-Playing,17.0,15.0,72.0,6.8,T,22546
1007,PS3,2017.0,Adventure,31.0,1.0,93.0,9,M,18376
1008,PS4,2016.0,Adventure,15.0,15.0,85.0,8.6,M,23502
1009,X360,2018.0,Action,28.000000000000004,9.0,,7.4,M,24079
1010,WiiU,2017.0,Action,19.0,10.0,78.0,8.5,T,48137
1011,Wii,2017.0,Misc,35.0,2.0,59.0,tbd,E,12952
1012,PS3,2018.0,Action,18.0,12.0,71.0,7.4,T,49788
1013,PSP,2017.0,Misc,0.0,0.0,,,,43090
1014,PC,2017.0,Sports,1.0,36.0,87.0,4.6,E,27805
1015,PSV,2018.0,Role-Playing,20.0,1.0,66.0,7.8,T,43251
1016,X360,2017.0,Shooter,26.0,10.0,77.0,8.1,T,48307
1017,PC,2018.0,Action,2.0,31.0,86.0,6.6,E,39124
1018,PS3,2015.0,Sports,9.0,12.0,,7.2,E,41492
1019,DS,2018.0,Misc,3.0,33.0,,tbd,E,47435
1020,X360,2015.0,Action,21.0,15.0,,,,15005
1021,3DS,2018.0,Action,20.0,16.0,61.0,7.6,E10+,25690
1022,PSP,2017.0,Role-Playing,0.0,0.0,,,,13017
1023,Wii,2017.0,Sports,14.000000000000002,0.0,69.0,7,E,31231
1024,PS3,2018.0,Simulation,9.0,4.0,65.0,7.3,T,41009
1025,PS4,2015.0,Action,13.0,18.0,,,,43600
1026,3DS,2018.0,Role-Playing,18.0,4.0,70.0,7.3,T,46279
1027,PS4,2015.0,Action,12.0,20.0,,,,36618
1028,XOne,2016.0,Role-Playing,26.0,9.0,87.0,8.6,,46564
1029,3DS,2017.0,Sports,36.0,1.0,49.0,5.3,E,21879
1030,PS3,2018.0,Action,19.0,14.000000000000002,77.0,8.2,T,17741
1031,PSV,2018.0,Action,12.0,16.0,,,,18840
1032,3DS,2017.0,Sports,8.0,26.0,,,,40744
1033,Wii,2017.0,Misc,0.0,0.0,,,,32772
1034,3DS,2017.0,Strategy,25.0,6.0,44.0,5.3,E10+,23683
1035,PS4,2016.0,Adventure,18.0,15.0,72.0,8,M,39639
1036,WiiU,2017.0,Platform,23.0,12.0,63.0,7.3,E10+,48065
1037,PS4,2017.0,Platform,20.0,12.0,79.0,5.2,E10+,17169
1038,Wii,2017.0,Misc,25.0,10.0,,tbd,E,26209
1039,X360,2018.0,Shooter,24.0,11.0,80.0,7.5,M,12008
1040,Wii,2018.0,Action,36.0,0.0,,,,26846
1041,PS3,2015.0,Sports,31.0,1.0,,8.2,E,26350
1042,PS4,2016.0,Racing,3.0,29.0,,,,18830
1043,PS4,2018.0,Misc,19.0,13.0,72.0,5.8,E10+,17892
1044,3DS,2017.0,Action,12.0,5.0,61.0,7.7,T,38073
1045,3DS,2017.0,Action,5.0,4.0,75.0,7.6,T,41195
1046,X360,2017.0,Shooter,18.0,16.0,71.0,7,M,39003
1047,PS3,2017.0,Role-Playing,17.0,13.0,71.0,6.3,T,41227
1048,PSV,2018.0,Racing,9.0,20.0,,,,32786
1049,X360,2017.0,Simulation,22.0,13.0,33.0,6.2,E,34708
1050,3DS,2017.0,Role-Playing,28.000000000000004,1.0,78.0,8.2,T,41629
1051,Wii,2017.0,Sports,0.0,36.0,,4.3,E,19975
1052,PS4,2015.0,Misc,26.0,5.0,78.0,6.3,T,14879
1053,X360,2018.0,Shooter,18.0,17.0,,7.4,M,17437
1054,3DS,2017.0,Adventure,0.0,0.0,,,,42057
1055,PC,2016.0,Shooter,11.0,24.0,88.0,7.6,M,33025
1056,3DS,2018.0,Action,15.0,11.0,78.0,7.8,M,38629
1057,3DS,2017.0,Platform,11.0,23.0,,,,33314
1058,PS4,2016.0,Role-Playing,11.0,21.0,84.0,7.6,M,25385
1059,X360,2016.0,Sports,7.000000000000001,28.000000000000004,,1.7,E,46349
1060,PC,2017.0,Action,16.0,16.0,84.0,8.1,M,35954
1061,PSV,2017.0,Role-Playing,11.0,11.0,,,,36406
1062,PSP,2017.0,Misc,0.0,0.0,,,,27722
1063,3DS,2018.0,Role-Playing,12.0,5.0,,,,35710
1064,PS3,2018.0,Fighting,0.0,0.0,,,,10280
1065,DS,2017.0,Action,22.0,13.0,,4.8,E10+,43070
1066,3DS,2017.0,Sports,11.0,13.0,73.0,6.7,E,24329
1067,PS3,2017.0,Misc,17.0,14.000000000000002,77.0,7.1,E10+,42710
1068,WiiU,2018.0,Sports,17.0,14.000000000000002,68.0,7,E10+,19081
1069,WiiU,2018.0,Action,22.0,12.0,80.0,6.9,E10+,37718
1070,PS3,2017.0,Racing,7.000000000000001,22.0,82.0,6.6,E,42438
1071,PS4,2016.0,Action,10.0,17.0,,,,34770
1072,PS3,2015.0,Simulation,11.0,20.0,,,,10097
1073,PS4,2016.0,Role-Playing,0.0,0.0,,,,29840
1074,PSP,2017.0,Action,14.000000000000002,15.0,63.0,tbd,E10+,33199
1075,WiiU,2018.0,Misc,21.0,13.0,66.0,7.8,E10+,28864
1076,PSP,2017.0,Role-Playing,0.0,0.0,,,,22218
1077,PS3,2017.0,Sports,16.0,14.000000000000002,74.0,3.8,E,31356
1078,Wii,2017.0,Sports,33.0,2.0,,tbd,T,34635
1079,PC,2017.0,Shooter,14.000000000000002,18.0,79.0,5.2,M,36329
1080,PS4,2016.0,Shooter,10.0,19.0,84.0,8.5,M,19379
1081,3DS,2018.0,Misc,13.0,8.0,83.0,8.2,T,49394
1082,PS4,2016.0,Sports,3.0,28.000000000000004,85.0,8.7,E,47122
1083,PS3,2015.0,Shooter,17.0,11.0,,5.5,T,33696
1084,PS3,2015.0,Action,16.0,15.0,,4.2,E10+,16983
1085,X360,2017.0,Role-Playing,21.0,12.0,72.0,5.9,T,45183
1086,PS4,2016.0,Racing,4.0,27.0,85.0,8.1,E,42009
1087,XOne,2018.0,Action,26.0,7.000000000000001,,,,44487
1088,WiiU,2018.0,Action,25.0,9.0,73.0,7.4,E10+,14867
1089,PS3,2017.0,Shooter,15.0,16.0,,,,35256
1090,WiiU,2018.0,Action,16.0,18.0,,,,43283
1091,PC,2017.0,Action,9.0,21.0,69.0,5.8,T,45016
1092,PC,2018.0,Strategy,11.0,22.0,81.0,5.5,E10+,35243
1093,PS3,2018.0,Sports,21.0,9.0,,1.6,E10+,36469
1094,WiiU,2016.0,Shooter,17.0,10.0,69.0,7.4,E10+,39195
1095,PSV,2015.0,Role-Playing,6.0,4.0,70.0,7.1,T,12651
1096,XOne,2017.0,Simulation,18.0,15.0,,,,29125
1097,PS4,2015.0,Misc,17.0,13.0,73.0,6.8,E10+,18065
1098,PSP,2018.0,Strategy,0.0,0.0,,,,38569
1099,3DS,2018.0,Role-Playing,8.0,4.0,57.0,4.8,E10+,42613
1100,XOne,2016.0,Action,17.0,16.0,83.0,7.7,M,11622
1101,PSP,2017.0,Role-Playing,0.0,0.0,,,,13237
1102,WiiU,2018.0,Sports,20.0,12.0,31.0,2.7,E,19636
1103,PSV,2017.0,Role-Playing,14.000000000000002,5.0,78.0,8.4,T,30468
1104,PS3,2018.0,Action,10.0,17.0,,,,48169
1105,PSV,2018.0,Racing,13.0,17.0,79.0,8.2,E10+,31492
1106,PS4,2015.0,Simulation,10.0,20.0,,,,45876
1107,PS3,2017.0,Shooter,4.0,2.0,69.0,7.5,M,15394
1108,PC,2018.0,Action,12.0,20.0,84.0,8,M,23884
1109,X360,2015.0,Simulation,22.0,11.0,,,,18683
1110,X360,2017.0,Sports,21.0,12.0,77.0,6.2,E,48767
1111,3DS,2017.0,Action,0.0,0.0,,,,40470
1112,X360,2017.0,Misc,27.0,6.0,,,,27949
1113,PS4,2016.0,Shooter,6.0,21.0,48.0,3.8,M,47588
1114,WiiU,2018.0,Action,19.0,13.0,85.0,7.1,M,39504
1115,PS4,2016.0,Fighting,11.0,13.0,66.0,7.8,T,42774
1116,DS,2017.0,Fighting,0.0,0.0,,,,44821
1117,PSV,2017.0,Action,4.0,4.0,71.0,8,T,39245
1118,X360,2017.0,Action,17.0,15.0,80.0,8.4,,18192
1119,PC,2015.0,Simulation,0.0,33.0,81.0,6.9,E,48422
1120,PSP,2018.0,Action,5.0,18.0,,3.2,E,46194
1121,PS3,2017.0,Shooter,19.0,10.0,59.0,6.9,M,25270
1122,X360,2015.0,Shooter,24.0,8.0,,4.4,T,22497
1123,PS3,2017.0,Fighting,20.0,7.000000000000001,,,,49038
1124,XOne,2016.0,Action,19.0,12.0,71.0,5.1,E10+,42553
1125,PS4,2016.0,Platform,11.0,16.0,69.0,4.7,T,45907
1126,XOne,2018.0,Shooter,20.0,11.0,63.0,6.6,M,37232
1127,PS4,2016.0,Action,3.0,26.0,81.0,7.9,E,42064
1128,Wii,2017.0,Sports,20.0,11.0,85.0,6.7,E,12239
1129,PSP,2017.0,Strategy,0.0,0.0,,,,17255
1130,WiiU,2017.0,Shooter,22.0,9.0,69.0,3.4,M,40698
1131,PS3,2017.0,Action,11.0,18.0,57.0,5.6,T,32750
1132,Wii,2017.0,Fighting,23.0,8.0,74.0,5.2,T,15186
1133,X360,2017.0,Fighting,18.0,14.000000000000002,75.0,7.2,T,35873
1134,X360,2018.0,Fighting,19.0,11.0,83.0,7.5,T,41513
1135,WiiU,2016.0,Action,7.000000000000001,14.000000000000002,,,,11420
1136,PC,2017.0,Strategy,6.0,25.0,80.0,2.1,M,15267
1137,Wii,2017.0,Sports,29.0,3.0,,6.8,E,10533
1138,XOne,2018.0,Platform,13.0,18.0,91.0,7.9,E10+,48956
1139,PSP,2017.0,Fighting,9.0,7.000000000000001,59.0,7.2,T,45254
1140,XOne,2015.0,Action,20.0,11.0,,,,35995
1141,3DS,2017.0,Strategy,22.0,9.0,77.0,7.9,T,10384
1142,PS3,2018.0,Shooter,11.0,16.0,,,,12378
1143,PC,2017.0,Simulation,11.0,17.0,,6.3,T,31565
1144,PS4,2015.0,Fighting,9.0,13.0,,,,15080
1145,3DS,2015.0,Action,2.0,11.0,,,,19929
1146,3DS,2017.0,Strategy,15.0,15.0,,3,E,46059
1147,PS3,2017.0,Action,0.0,0.0,,,,21795
1148,PS4,2016.0,Role-Playing,8.0,14.000000000000002,77.0,8.3,E10+,26141
1149,PS4,2016.0,Sports,19.0,8.0,78.0,5.8,E10+,38947
1150,PS4,2016.0,Role-Playing,7.000000000000001,9.0,,,,38265
1151,X360,2017.0,Action,19.0,11.0,44.0,5.4,T,44420
1152,X360,2017.0,Fighting,23.0,6.0,79.0,8.2,T,48785
1153,PSV,2018.0,Action,16.0,11.0,62.0,6.7,E10+,43953
1154,PS3,2017.0,Shooter,5.0,18.0,52.0,6,M,40675
1155,PSP,2017.0,Action,12.0,13.0,67.0,tbd,E10+,43949
1156,PSP,2017.0,Misc,0.0,0.0,,,,13174
1157,3DS,2015.0,Fighting,12.0,3.0,61.0,6.6,T,43932
1158,Wii,2017.0,Action,17.0,13.0,47.0,6.6,T,18427
1159,Wii,2017.0,Misc,0.0,29.0,,,,46024
1160,PC,2018.0,Action,14.000000000000002,15.0,55.0,5.4,M,34832
1161,PSV,2017.0,Misc,9.0,5.0,80.0,8.1,M,19931
1162,PS3,2018.0,Shooter,12.0,16.0,,8.3,M,25322
1163,PS3,2018.0,Action,9.0,7.000000000000001,72.0,8.2,M,49089
1164,Wii,2017.0,Adventure,17.0,13.0,65.0,8.2,E,23334
1165,PSP,2018.0,Fighting,0.0,0.0,,,,48814
1166,PC,2017.0,Role-Playing,13.0,14.000000000000002,,,,40763
1167,Wii,2017.0,Action,12.0,16.0,,5.7,E10+,37936
1168,3DS,2015.0,Misc,16.0,4.0,80.0,8.5,E10+,33554
1169,XOne,2015.0,Misc,25.0,4.0,66.0,6.1,E10+,42807
1170,PC,2017.0,Shooter,13.0,15.0,87.0,8.3,M,36965
1171,X360,2017.0,Misc,30.0,0.0,,tbd,E,47669
1172,X360,2017.0,Misc,20.0,10.0,66.0,5.8,T,11245
1173,PS3,2017.0,Action,10.0,17.0,72.0,7.4,M,43392
1174,X360,2018.0,Action,22.0,8.0,68.0,7.3,M,15456
1175,PS3,2017.0,Action,11.0,8.0,72.0,7.1,M,45812
1176,XOne,2015.0,Fighting,18.0,11.0,67.0,7.2,T,36278
1177,X360,2018.0,Fighting,19.0,8.0,76.0,7.9,M,34174
1178,3DS,2018.0,Strategy,0.0,0.0,,,,39716
1179,PS3,2017.0,Action,14.000000000000002,13.0,43.0,5.7,T,44411
1180,X360,2015.0,Misc,23.0,5.0,,6,E10+,36522
1181,PC,2016.0,Role-Playing,13.0,16.0,88.0,7.5,T,25086
1182,PSV,2018.0,Misc,8.0,5.0,81.0,8.4,T,46067
1183,PS3,2017.0,Shooter,6.0,14.000000000000002,67.0,6.3,M,10212
1184,Wii,2017.0,Action,27.0,2.0,45.0,tbd,E10+,32688
1185,PS3,2018.0,Action,15.0,10.0,70.0,4.8,M,26141
1186,PSV,2015.0,Misc,9.0,4.0,76.0,8.6,T,48404
1187,X360,2017.0,Misc,14.000000000000002,15.0,,,,39051
1188,Wii,2017.0,Misc,30.0,0.0,,tbd,E10+,16220
1189,PS4,2018.0,Action,9.0,16.0,59.0,6.9,M,44574
1190,PS3,2018.0,Shooter,14.000000000000002,13.0,79.0,7.6,M,25325
1191,DS,2017.0,Action,26.0,4.0,,tbd,E10+,13323
1192,X360,2015.0,Adventure,18.0,11.0,,7.5,M,26397
1193,PC,2017.0,Role-Playing,10.0,17.0,75.0,5.4,M,13750
1194,PS3,2017.0,Action,15.0,11.0,63.0,6.6,E10+,10011
1195,X360,2016.0,Action,18.0,11.0,,5.7,E10+,34568
1196,XOne,2017.0,Platform,22.0,6.0,,5.5,E10+,34094
1197,PS3,2017.0,Sports,0.0,24.0,50.0,5.6,E,23614
1198,PS3,2018.0,Racing,6.0,19.0,61.0,5.6,E,16437
1199,PSP,2017.0,Role-Playing,0.0,0.0,,,,24937
1200,PC,2017.0,Action,13.0,16.0,74.0,7.5,T,31046
1201,PS3,2017.0,Role-Playing,10.0,0.0,61.0,7.7,M,36750
1202,X360,2017.0,Adventure,20.0,6.0,82.0,7.9,M,40311
1203,PS3,2018.0,Fighting,5.0,5.0,,7.9,,33604
1204,DS,2017.0,Action,11.0,16.0,,tbd,E,29472
1205,3DS,2017.0,Puzzle,8.0,15.0,49.0,4.8,E,21879
1206,WiiU,2017.0,Action,19.0,9.0,68.0,7.4,T,23357
1207,3DS,2018.0,Action,0.0,0.0,,,,31714
1208,DS,2017.0,Role-Playing,16.0,1.0,79.0,8.8,T,11494
1209,WiiU,2018.0,Action,19.0,9.0,32.0,3.6,E10+,16272
1210,XOne,2018.0,Action,15.0,13.0,,,,18226
1211,PS4,2015.0,Simulation,6.0,16.0,76.0,7.1,T,48669
1212,3DS,2017.0,Adventure,18.0,10.0,65.0,3.6,E10+,47356
1213,DS,2017.0,Misc,0.0,27.0,,,,47044
1214,PS4,2015.0,Action,17.0,8.0,81.0,3.3,E10+,41421
1215,Wii,2017.0,Role-Playing,11.0,10.0,73.0,8,T,21354
1216,X360,2017.0,Sports,9.0,19.0,73.0,6,E,36470
1217,PSP,2018.0,Strategy,0.0,0.0,,,,29983
1218,3DS,2018.0,Role-Playing,13.0,2.0,,,,33983
1219,X360,2018.0,Sports,8.0,20.0,82.0,6.9,E,41593
1220,PS3,2018.0,Fighting,10.0,10.0,54.0,5.3,T,36844
1221,PS4,2015.0,Action,12.0,13.0,,,,39370
1222,X360,2017.0,Racing,29.0,0.0,62.0,4.1,E,34535
1223,PS3,2017.0,Fighting,14.000000000000002,0.0,83.0,8.3,T,27355
1224,PS3,2018.0,Strategy,0.0,0.0,,,,26466
1225,PC,2018.0,Role-Playing,14.000000000000002,13.0,81.0,6.6,M,33872
1226,3DS,2016.0,Misc,8.0,13.0,68.0,6.8,E,27681
1227,XOne,2016.0,Fighting,21.0,7.000000000000001,81.0,8.5,T,41913
1228,PS4,2016.0,Action,25.0,0.0,75.0,7.3,M,16000
1229,PS3,2017.0,Fighting,17.0,6.0,77.0,8.2,T,14587
1230,X360,2018.0,Shooter,16.0,12.0,,6.6,M,45196
1231,PSV,2018.0,Action,5.0,19.0,,7.7,E10+,46366
1232,3DS,2017.0,Action,14.000000000000002,7.000000000000001,53.0,5.5,T,29180
1233,PSP,2017.0,Role-Playing,13.0,3.0,,,,15287
1234,X360,2017.0,Racing,1.0,27.0,79.0,6.6,E,21377
1235,X360,2017.0,Fighting,18.0,9.0,61.0,7.5,E10+,35423
1236,3DS,2017.0,Action,0.0,0.0,46.0,7.3,,20892
1237,PSV,2018.0,Sports,28.000000000000004,0.0,63.0,7.3,E,42365
1238,PS4,2018.0,Action,9.0,11.0,,,,39108
1239,PSV,2016.0,Role-Playing,0.0,0.0,,,,30653
1240,PSV,2018.0,Role-Playing,0.0,0.0,67.0,7.6,T,49951
1241,PS3,2018.0,Fighting,0.0,0.0,49.0,7,M,42799
1242,DS,2017.0,Misc,26.0,2.0,,tbd,E,49776
1243,XOne,2016.0,Action,14.000000000000002,13.0,76.0,7,E10+,30407
1244,PSV,2017.0,Platform,14.000000000000002,12.0,57.0,5.5,E10+,21666
1245,PS3,2018.0,Action,14.000000000000002,11.0,70.0,7.3,E10+,11758
1246,DS,2018.0,Simulation,27.0,0.0,,tbd,E,32781
1247,3DS,2017.0,Action,17.0,10.0,,,,28903
1248,PSV,2018.0,Action,4.0,19.0,,5.6,E10+,18931
1249,X360,2017.0,Misc,15.0,11.0,,,,35194
1250,PSV,2018.0,Racing,15.0,9.0,62.0,6.4,E,33968
1251,PSV,2017.0,Fighting,17.0,8.0,80.0,7.7,T,20774
1252,PS4,2015.0,Action,14.000000000000002,11.0,60.0,5.7,M,44609
1253,PS4,2016.0,Sports,0.0,22.0,72.0,6.6,E,48356
1254,PS3,2015.0,Action,6.0,5.0,,6.8,M,45973
1255,Wii,2018.0,Misc,0.0,0.0,,,,42085
1256,PSV,2017.0,Fighting,8.0,2.0,,,,22235
1257,PC,2018.0,Shooter,11.0,15.0,75.0,6.2,M,36692
1258,PS3,2018.0,Action,18.0,5.0,77.0,7.8,T,13639
1259,3DS,2018.0,Action,6.0,20.0,68.0,3.7,E,31332
1260,Wii,2017.0,Misc,23.0,4.0,,tbd,T,49421
1261,3DS,2018.0,Action,17.0,9.0,47.0,6.3,E,40074
1262,PS3,2017.0,Shooter,12.0,12.0,45.0,5.5,M,23584
1263,PS3,2017.0,Strategy,10.0,14.000000000000002,49.0,3.6,E,19492
1264,XOne,2018.0,Action,15.0,11.0,76.0,5.4,M,14599
1265,X360,2018.0,Shooter,13.0,13.0,,,,33846
1266,3DS,2017.0,Misc,0.0,0.0,,,,34888
1267,PS4,2015.0,Role-Playing,11.0,8.0,80.0,8.1,T,28144
1268,3DS,2018.0,Racing,12.0,14.000000000000002,,,,37672
1269,DS,2017.0,Misc,0.0,0.0,,,,21615
1270,PC,2017.0,Shooter,0.0,23.0,80.0,3.7,T,25804
1271,WiiU,2017.0,Action,17.0,9.0,86.0,7.7,M,48628
1272,PS4,2016.0,Action,0.0,0.0,,,,16605
1273,PS3,2018.0,Sports,0.0,0.0,,7.9,E,43628
1274,X360,2015.0,Shooter,17.0,9.0,,4.1,M,19111
1275,PC,2018.0,Sports,0.0,27.0,82.0,4.2,E,45951
1276,PS3,2017.0,Misc,8.0,0.0,73.0,8.4,T,31090
1277,PS4,2015.0,Role-Playing,10.0,12.0,,,,17761
1278,PSV,2018.0,Action,9.0,13.0,54.0,5.6,E10+,19042
1279,X360,2018.0,Role-Playing,18.0,8.0,61.0,4.8,T,22184
1280,PSP,2017.0,Role-Playing,0.0,0.0,,,,39405
1281,X360,2017.0,Shooter,10.0,14.000000000000002,69.0,6.1,M,45098
1282,X360,2017.0,Action,13.0,12.0,59.0,6.7,T,10316
1283,3DS,2016.0,Action,0.0,0.0,,,,23839
1284,PS4,2015.0,Shooter,10.0,14.000000000000002,,,,44793
1285,PS3,2017.0,Action,11.0,6.0,78.0,7.5,T,28879
1286,X360,2018.0,Shooter,15.0,10.0,,8.2,M,27891
1287,3DS,2018.0,Misc,13.0,13.0,,tbd,E,17001
1288,X360,2017.0,Sports,24.0,2.0,,tbd,T,41393
1289,PS3,2018.0,Shooter,10.0,13.0,,6.4,M,19481
1290,WiiU,2018.0,Action,17.0,0.0,71.0,7.1,E,12492
1291,3DS,2018.0,Action,16.0,10.0,,3.4,E10+,23556
1292,PS3,2017.0,Action,13.0,11.0,61.0,6.5,E10+,28974
1293,X360,2018.0,Action,14.000000000000002,11.0,,,,16775
1294,PS4,2016.0,Action,4.0,11.0,,,,40035
1295,X360,2017.0,Sports,3.0,21.0,55.0,3.9,E,49630
1296,Wii,2017.0,Misc,21.0,4.0,,tbd,E,45337
1297,X360,2017.0,Strategy,16.0,10.0,59.0,5.6,E,43271
1298,PS3,2018.0,Action,9.0,10.0,71.0,7.3,T,14127
1299,DS,2017.0,Simulation,26.0,0.0,,tbd,E,32596
1300,PS3,2017.0,Shooter,11.0,11.0,58.0,6.7,M,14861
1301,3DS,2018.0,Misc,0.0,0.0,,,,24198
1302,PSP,2017.0,Misc,5.0,3.0,74.0,7.2,E,46523
1303,3DS,2016.0,Adventure,0.0,0.0,,,,23290
1304,PSP,2017.0,Sports,22.0,3.0,,5,E,17745
1305,X360,2017.0,Racing,8.0,16.0,78.0,5.8,E,43452
1306,Wii,2017.0,Action,11.0,12.0,64.0,3.6,E10+,25032
1307,WiiU,2017.0,Racing,13.0,12.0,,,,36987
1308,PC,2018.0,Action,10.0,16.0,68.0,5.9,M,40771
